iteration	time	nReplicationsDone	ConcentrationEnzyme_AcetGapperInMeth	ConcentrationEnzyme_AcetCreator	ConcentrationEnzyme_MethFiller	ConcentrationEnzyme_AcetCleaner	ConcentrationEnzyme_MethCreator	ConcentrationEnzyme_MethExtender	ConcentrationEnzyme_AcetReduceToMeth	ConcentrationEnzyme_MethReduceToAcet	ConcentrationEnzyme_AcetExtendToMeth	ConcentrationEnzyme_AcetFillerNN	ConcentrationEnzyme_MethCleaner	ConcentrationEnzyme_AcetExtender	ConcentrationEnzyme_MethCreatorNN	ConcentrationEnzyme_AcetEliminator	ConcentrationEnzyme_AcetExtender2	ConcentrationEnzyme_MethFillerNN	ConcentrationEnzyme_MethExtendToAcet	ConcentrationEnzyme_AcetFiller	ConcentrationEnzyme_MethGapperInAcet	ConcentrationEnzyme_AcetCreatorNN	ConcentrationEnzyme_MethEliminator	ConcentrationEnzyme_MethExtender2	AcetGapperInMeth_boundPos	AcetCreator_boundPos	MethFiller_boundPos	AcetCleaner_boundPos	MethCreator_boundPos	MethExtender_boundPos	AcetReduceToMeth_boundPos	MethReduceToAcet_boundPos	AcetExtendToMeth_boundPos	AcetFillerNN_boundPos	MethCleaner_boundPos	AcetExtender_boundPos	MethCreatorNN_boundPos	AcetEliminator_boundPos	AcetExtender2_boundPos	MethFillerNN_boundPos	MethExtendToAcet_boundPos	AcetFiller_boundPos	MethGapperInAcet_boundPos	AcetCreatorNN_boundPos	MethEliminator_boundPos	MethExtender2_boundPos	phase
	901	18.023472	3	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	0	5	1	1	0	1	0												90				238	70	95		227		101	0
	902	18.042009	3	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	0	5	1	1	1	1	0												90				238	70	95				101	0
	903	18.079773	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	1	0	5	1	1	1	1	0						232						90				238	70	95				101	0
	904	18.130390	3	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	0	5	1	1	1	1	0						232										238	70	95				101	0
	905	18.131666	3	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	0	5	2	1	1	1	0						232										238	70					101	0
	906	18.144072	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	5	2	1	1	1	0																238	70					101	0
	907	18.145414	3	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	0	5	2	1	1	1	0												223				238	70					101	0
	908	18.145433	3	1	1	1	1	1	1	1	1	1	2	1	0	1	1	0	0	5	2	1	1	1	0												223			228	238	70					101	0
	909	18.161995	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	0	0	5	2	1	1	1	0								160				223			228	238	70					101	0
	910	18.184416	3	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	0	5	2	1	1	1	0								160							228	238	70					101	0
	911	18.207911	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	0	0	5	2	1	1	1	0								160				214			228	238	70					101	0
	912	18.214317	3	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	0	5	2	1	1	1	0								160							228	238	70					101	0
	913	18.215637	3	1	1	1	1	1	1	1	0	1	2	1	1	1	1	0	0	5	2	1	0	1	0								160							228	238	70			206		101	0
	914	18.236898	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	0	0	5	2	1	0	1	0								160				213			228	238	70			206		101	0
	915	18.272842	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	1	0	5	2	1	0	1	0								160				213				238	70			206		101	0
	916	18.286459	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	1	0	6	2	1	0	1	0								160				213				238				206		101	0
	917	18.297647	3	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	6	2	1	0	1	0								160		222		213				238				206		101	0
	918	18.306917	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	1	0	6	2	1	0	1	0								160				213				238				206		101	0
	919	18.338604	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	1	0	6	2	1	1	1	0								160				213				238						101	0
	920	18.349810	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	1	0	6	1	1	1	1	0								160				213				238		207				101	0
	921	18.426643	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	1	0	6	2	1	1	1	0								160				213				238						101	0
	922	18.456596	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	0	0	6	2	1	1	1	0								160				213			205	238						101	0
	923	18.460743	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	0	1	6	2	1	1	1	0								160				213			205							101	0
	924	18.492928	3	1	1	1	1	1	1	1	0	1	2	1	0	1	1	0	1	6	2	1	1	1	1								160				213			205								0
	925	18.495552	3	1	1	1	1	1	0	1	0	1	2	1	0	1	1	0	1	6	2	1	1	1	1						235		160				213			205								0
	926	18.510931	3	1	1	1	1	1	0	1	0	1	2	1	0	1	1	0	1	6	2	1	1	1	0						235		160				213			205							102	0
	927	18.515615	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	6	2	1	1	1	0						235						213			205							102	0
	928	18.529530	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	5	2	1	1	1	0						235						213			205		231					102	0
	929	18.538275	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	5	2	1	1	1	1						235						213			205		231						0
	930	18.569666	3	1	1	1	1	1	0	1	1	1	2	1	0	1	1	1	1	5	2	1	1	1	1						235						213					231						0
	931	18.577736	3	1	1	1	1	1	0	0	1	1	2	1	0	1	1	1	1	5	2	1	1	1	1						235	45					213					231						0
	932	18.579767	3	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	1	5	2	1	1	1	1						235	45										231						0
	933	18.600029	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	5	2	1	1	1	1							45										231						0
	934	18.615885	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	5	2	1	1	1	0							45										231					234	0
	935	18.619621	3	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	5	2	1	1	1	0							45	70									231					234	0
	936	18.643293	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	5	2	1	1	1	0							45										231					234	0
	937	18.647467	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	4	2	1	1	1	0							45										70,231					234	0
	938	18.664207	3	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	1	4	2	1	1	1	0						73	45										70,231					234	0
	939	18.688059	3	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	1	3	2	1	1	1	0						73	45										70,160,231					234	0
	940	18.704332	3	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	1	4	2	1	1	1	0						73	45										70,231					234	0
	941	18.705246	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	4	2	1	1	1	0							45										70,231					234	0
	942	18.753759	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	4	2	1	0	1	0							45										70,231			203		234	0
	943	18.759403	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	0	4	2	1	0	1	0							45									72	70,231			203		234	0
	944	18.764765	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	4	2	1	0	1	0							45										70,231			203		234	0
	945	18.811071	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	5	2	1	0	1	0							45										70			203		234	0
	946	18.840662	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	5	2	1	1	1	0							45										70					234	0
	947	18.846827	3	1	1	1	1	1	1	0	1	1	2	1	0	1	1	1	1	5	2	1	1	1	0							45					212					70					234	0
	948	18.857145	3	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	5	2	1	1	1	0												212					70					234	0
	949	18.863846	3	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	5	2	1	1	1	1												212					70						0
	950	18.878353	3	1	1	1	1	1	1	1	1	1	2	1	0	1	1	0	1	5	2	1	1	1	1												212			202		70						0
	951	18.892433	3	1	1	1	1	1	1	1	1	1	2	1	0	1	1	0	1	6	2	1	1	1	1												212			202								0
	952	18.985357	3	1	1	1	1	1	1	0	1	1	2	1	0	1	1	0	1	6	2	1	1	1	1							69					212			202								0
	953	19.000137	3	1	1	1	1	1	1	0	1	1	2	1	0	1	1	0	1	5	2	1	1	1	1							69					212			202		45						0
	954	19.020157	3	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	5	2	1	1	1	1							69			204		212			202		45						0
	955	19.049225	3	1	1	1	1	1	1	0	1	1	2	1	0	1	1	0	1	5	2	1	1	1	1							69					212			202		45						0
	956	19.057476	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	1	5	2	1	1	1	1							69								202		45						0
	957	19.058168	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	1	6	2	1	1	1	1							69								202								0
	958	19.079510	3	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	6	2	1	1	1	1							69			211					202								0
	959	19.135895	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	1	6	2	1	1	1	1							69								202								0
	960	19.211584	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	1	6	2	1	1	1	0							69								202							198	0
	961	19.229725	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	6	2	1	1	1	0							69															198	0
	962	19.253836	3	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	6	2	1	1	1	0							69	45														198	0
	963	19.369627	3	1	1	1	1	1	1	0	0	1	2	1	0	1	1	1	1	6	2	1	1	1	0							69	45				201										198	0
	964	19.431839	3	1	1	1	1	1	1	0	1	1	2	1	0	1	1	1	1	6	2	1	1	1	0							69					201										198	0
	965	19.476744	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	6	2	1	1	1	0							69															198	0
	966	19.498919	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1							69																0
	967	19.503658	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	6	2	1	1	1	0							69															199	0
	968	19.505993	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	0	1	6	2	1	1	1	0							69								200							199	0
	969	19.588932	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	6	2	1	1	1	0							69															199	0
	970	19.595760	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	5	2	1	1	1	0							69										45					199	0
	971	19.869293	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	2	1	1	1	0																	45					199	0
	972	19.918562	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	5	2	1	1	1	0															69		45					199	0
	973	19.939205	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	5	2	1	1	1	1															69		45						0
	974	19.952639	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	6	2	1	1	1	1															69								0
	975	19.976587	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1																							0
	976	19.993279	3	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1							69																0
	978	20.000000	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1																							0
	979	20.002748	4	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	6	2	1	1	1	1						239																	0
	980	20.005211	4	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	6	2	1	1	1	1						239									202								0
	981	20.007442	4	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	6	1	1	1	1	1						239									202			93					0
	982	20.008368	4	1	1	1	1	1	0	1	1	1	2	1	1	1	1	0	1	6	1	1	1	1	0						239									202			93				198	0
	983	20.010782	4	1	1	1	1	1	0	1	1	1	2	1	0	1	1	0	1	6	1	1	1	1	0						239						63			202			93				198	0
	984	20.015955	4	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0						239				54		63			202			93				198	0
	985	20.028069	4	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0			179			239				54		63			202			93				198	0
	986	20.035749	4	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	2	1	1	1	0			179			239				54		63			202							198	0
	987	20.037207	4	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	6	2	1	1	1	0			179			239				54,141		63			202							198	0
	988	20.040388	4	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	6	2	1	1	1	0			179			239				54,141		63	113		202							198	0
	989	20.048065	4	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	5	2	1	1	1	0			179			239				54,141		63	113		202		160					198	0
	990	20.050758	4	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	5	1	1	1	1	0			179			239				54,141		63	113		202		160	211				198	0
	991	20.060802	4	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	6	1	1	1	1	0			179			239				54,141		63	113		202			211				198	0
	992	20.068335	4	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	6	1	1	0	1	0			179			239				54,141		63	113		202			211		96		198	0
	993	20.071487	4	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	6	0	1	0	1	0			179			239				54,141		63	113		202			48,211		96		198	0
	994	20.089478	4	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	6	0	1	0	1	0			179		70	239				54,141		63	113		202			48,211		96		198	0
	995	20.118029	4	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	6	0	1	0	1	0			179		70					54,141		63	113		202			48,211		96		198	0
	996	20.120207	4	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	1	6	0	1	0	0	0			179		70					54,141		63	113		202			48,211		96	231	198	0
	997	20.123013	4	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	6	0	1	0	0	0			179		70	100				54,141		63	113		202			48,211		96	231	198	0
	998	20.153311	4	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	6	0	1	0	0	0			179		70	100				54		63	113		202			48,211		96	231	198	0
	999	20.156528	4	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	1	6	0	1	0	0	0		82	179		70	100				54		63	113		202			48,211		96	231	198	0
	1000	20.163149	4	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	6	0	1	0	0	0		82	179		70	100				54		63	113		202	165		48,211		96	231	198	0
	1001	20.173422	4	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	6	0	1	0	0	0		82	179		70	100				54,151		63	113		202	165		48,211		96	231	198	0
	1002	20.173765	4	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	0	6	0	1	0	0	0		82	179			100				54,151		63	113		202	165		48,211		96	231	198	0
	1003	20.176062	4	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	6	0	1	0	0	0		82				100				54,151		63	113		202	165		48,211		96	231	198	0
	1004	20.178213	4	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0	1	6	0	1	0	0	0		82				100				54,151		63	113		202			48,211		96	231	198	0
	1005	20.199930	4	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	1	6	0	1	0	0	0		82	2			100				54,151		63	113		202			48,211		96	231	198	0
	1006	20.234789	4	1	0	0	1	1	0	1	1	1	0	1	0	0	1	0	1	6	0	1	0	1	0		82	2			100				54,151		63	113		202			48,211		96		198	0
	1007	20.235455	4	1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	6	0	1	0	1	0		82	2			100				54		63	113		202			48,211		96		198	0
	1008	20.239956	4	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	0	1	0	1	0		82	2			100				54		63			202			48,211		96		198	0
	1009	20.243370	4	1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	6	0	1	0	1	0		82	2			100				54		63	22		202			48,211		96		198	0
	1010	20.247143	4	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	6	0	1	0	1	0			2			100				54		63	22		202			48,211		96		198	0
	1011	20.268518	4	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	6	0	1	0	1	0			2							54		63	22		202			48,211		96		198	0
	1012	20.284618	4	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	6	0	1	0	1	0			2							54		63			202			48,211		96		198	0
	1013	20.289917	4	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	6	0	1	0	1	0			2							54,146		63			202			48,211		96		198	0
	1014	20.294899	4	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	6	0	1	0	1	0			2							54		63			202			48,211		96		198	0
	1015	20.319893	4	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	6	1	1	0	1	0			2							54		63			202			48		96		198	0
	1016	20.319929	4	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	6	0	1	0	1	0			2							54		63			202			48,149		96		198	0
	1017	20.335249	4	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	6	1	1	0	1	0			2							54		63			202			149		96		198	0
	1018	20.338039	4	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	0	1	0			2			12				54		63			202			149		96		198	0
	1019	20.343376	4	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0			2			12				54		63			202			149				198	0
	1020	20.349958	4	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	0	1	1	1	0			2			12				54		63			202			95,149				198	0
	1021	20.355127	4	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0			2			12				54		63			202			95				198	0
	1022	20.405107	4	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0		105	2			12				54		63			202			95				198	0
	1023	20.435265	4	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0		105	2		230	12				54		63			202			95				198	0
	1024	20.440382	4	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0		105	2			12				54		63			202			95				198	0
	1025	20.475782	4	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	1		105	2			12				54		63			202			95					0
	1026	20.479921	4	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0		105	2			12				54		63			202			95				186	0
	1027	20.514286	4	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	1		105	2			12				54		63			202			95					0
	1028	20.518034	4	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	6	1	1	1	1	0		105	2			12				54		63			202			95				236	0
	1029	20.551367	4	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	6	1	1	1	1	0		105	2			12				54		63		85	202			95				236	0
	1030	20.558907	4	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	6	1	1	1	1	0		105	2			12				54		63		85				95				236	0
	1031	20.566282	4	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	6	1	1	1	1	0		105	2			12				54				85				95				236	0
	1032	20.581299	4	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	6	1	1	1	1	0		105	2			12				54				85	209			95				236	0
	1033	20.589050	4	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	6	1	1	1	0	0		105	2			12				54				85	209			95			110	236	0
	1034	20.600447	4	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	6	1	1	1	0	0		105	2			12				54				85				95			110	236	0
	1035	20.607134	4	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	6	1	1	1	1	0		105	2			12				54				85				95				236	0
	1036	20.615398	4	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	6	1	1	1	0	0		105	2			12				54				85				95			230	236	0
	1037	20.626219	4	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	6	1	1	1	0	0		105	2			12				54				85	219			95			230	236	0
	1038	20.631468	4	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	6	1	1	1	0	0		105	2			12				54		200		85	219			95			230	236	0
	1039	20.632509	4	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	6	1	1	0	0	0		105	2			12				54		200		85	219			95		98	230	236	0
	1040	20.656479	4	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	6	1	1	0	0	0		105	2			12				54		200		85	219	173		95		98	230	236	0
	1041	20.676840	4	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	6	1	1	0	0	0		105	2			12				54		200	188	85	219	173		95		98	230	236	0
	1042	20.692911	4	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	6	1	1	0	0	0		105	2			12				54		200	188	85		173		95		98	230	236	0
	1043	20.707916	4	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	6	1	1	0	0	0		105	2			12				54		200		85		173		95		98	230	236	0
	1044	20.710079	4	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	6	1	1	0	0	0		105	2			12	46			54		200		85		173		95		98	230	236	0
	1045	20.718805	4	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	6	1	1	0	1	0		105	2			12	46			54		200		85		173		95		98		236	0
	1046	20.726017	4	1	0	0	1	1	0	0	1	1	2	1	0	1	0	1	0	6	1	1	0	1	0		105	2			12	46					200		85		173		95		98		236	0
	1047	20.730133	4	1	0	0	1	1	0	0	1	1	2	1	0	1	0	1	0	6	1	1	0	1	1		105	2			12	46					200		85		173		95		98			0
	1048	20.736891	4	1	0	0	1	1	0	0	1	1	2	1	0	1	0	1	0	6	1	1	0	1	0		105	2			12	46					200		85		173		95		98		23	0
	1049	20.752857	4	1	0	0	1	1	0	0	1	1	2	1	0	0	0	1	0	6	1	1	0	1	0		105	2			12	46					200	194	85		173		95		98		23	0
	1050	20.758026	4	1	0	0	1	1	0	0	1	1	2	1	0	0	0	1	1	6	1	1	0	1	0		105	2			12	46					200	194	85				95		98		23	0
	1051	20.805935	4	1	0	0	1	1	0	0	1	1	2	1	0	0	0	1	1	6	2	1	0	1	0		105	2			12	46					200	194	85						98		23	0
	1052	20.825382	4	1	0	0	1	1	0	0	1	1	2	1	0	0	0	1	0	6	2	1	0	1	0		105	2			12	46					200	194	85		31				98		23	0
	1053	20.829691	4	1	0	1	1	1	0	0	1	1	2	1	0	0	0	1	0	6	2	1	0	1	0		105				12	46					200	194	85		31				98		23	0
	1054	20.846800	4	1	0	1	1	1	0	0	1	1	2	1	0	0	0	1	0	6	1	1	0	1	0		105				12	46					200	194	85		31		62		98		23	0
	1055	20.847008	4	1	0	0	1	1	0	0	1	1	2	1	0	0	0	1	0	6	1	1	0	1	0		105	184			12	46					200	194	85		31		62		98		23	0
	1056	20.848648	4	1	0	0	1	1	0	0	1	1	2	1	1	0	0	1	0	6	1	1	0	1	0		105	184			12	46						194	85		31		62		98		23	0
	1057	20.867382	4	1	0	0	1	1	0	0	1	1	2	1	1	0	0	0	0	6	1	1	0	1	0		105	184			12	46						194	85	223	31		62		98		23	0
	1058	20.871099	4	1	0	0	1	1	0	0	1	1	2	1	0	0	0	0	0	6	1	1	0	1	0		105	184			12	46					218	194	85	223	31		62		98		23	0
	1059	20.881851	4	1	0	0	1	1	0	0	1	1	2	1	0	0	0	0	0	5	1	1	0	1	0		105	184			12	46					218	194	85	223	31	199	62		98		23	0
	1060	20.882475	4	1	0	0	1	1	0	0	1	1	2	1	0	0	0	1	0	5	1	1	0	1	0		105	184			12	46					218	194	85		31	199	62		98		23	0
	1061	20.883451	4	1	0	0	1	1	0	0	1	1	2	1	0	0	0	1	0	6	1	1	0	1	0		105	184			12	46					218	194	85		31		62		98		23	0
	1062	20.899855	4	1	0	0	1	1	0	0	1	1	2	1	0	0	0	0	0	6	1	1	0	1	0		105	184			12	46					218	194	85	222	31		62		98		23	0
	1063	20.912655	4	1	1	0	1	1	0	0	1	1	2	1	0	0	0	0	0	6	1	1	0	1	0			184			12	46					218	194	85	222	31		62		98		23	0
	1064	20.929155	4	1	1	0	1	1	0	0	1	1	2	1	0	1	0	0	0	6	1	1	0	1	0			184			12	46					218		85	222	31		62		98		23	0
	1065	20.936319	4	1	1	1	1	1	0	0	1	1	2	1	0	1	0	0	0	6	1	1	0	1	0						12	46					218		85	222	31		62		98		23	0
	1066	20.947392	4	1	1	1	1	1	0	0	1	1	2	1	0	1	0	0	0	6	1	1	0	0	0						12	46					218		85	222	31		62		98	194	23	0
	1067	20.955112	4	1	1	0	1	1	0	0	1	1	2	1	0	1	0	0	0	6	1	1	0	0	0			114			12	46					218		85	222	31		62		98	194	23	0
	1068	21.004875	4	1	1	1	1	1	0	0	1	1	2	1	0	1	0	0	0	6	1	1	0	0	0						12	46					218		85	222	31		62		98	194	23	0
	1069	21.009636	4	1	1	1	1	1	0	0	0	1	2	1	0	1	0	0	0	6	1	1	0	0	0						12	46	160				218		85	222	31		62		98	194	23	0
	1070	21.016750	4	1	1	0	1	1	0	0	0	1	2	1	0	1	0	0	0	6	1	1	0	0	0			189			12	46	160				218		85	222	31		62		98	194	23	0
	1071	21.057903	4	1	1	0	1	1	0	0	0	1	2	1	0	1	0	1	0	6	1	1	0	0	0			189			12	46	160				218		85		31		62		98	194	23	0
	1072	21.060520	4	1	1	0	1	1	0	0	0	1	2	1	0	1	0	0	0	6	1	1	0	0	0			189			12	46	160				218		85	208	31		62		98	194	23	0
	1073	21.061152	4	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	6	1	1	0	0	0			189			12	46	160		221		218		85	208	31		62		98	194	23	0
	1074	21.072294	4	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	6	1	1	0	0	0			189			12	46	160		221		218			208	31		62		98	194	23	0
	1075	21.073887	4	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	6	1	1	0	0	0			189			12		160		221		218			208	31		62		98	194	23	0
	1076	21.082119	4	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	6	1	1	0	0	0			189					160		221		218			208	31		62		98	194	23	0
	1077	21.096088	4	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	6	1	1	0	0	0			189			112		160		221		218			208	31		62		98	194	23	0
	1078	21.102680	4	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	6	1	1	1	0	0			189			112		160		221		218			208	31		62			194	23	0
	1079	21.104162	4	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	6	1	1	1	0	0			189			112		160		221		218				31		62			194	23	0
	1080	21.112413	4	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	6	1	1	0	0	0			189			112		160		221		218				31		62		66	194	23	0
	1081	21.137232	4	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	6	1	1	0	0	0			189		88	112		160		221		218				31		62		66	194	23	0
	1082	21.145042	4	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	6	1	1	0	0	0			189		88	112		160		221		218						62		66	194	23	0
	1083	21.145321	4	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	1	6	1	1	0	0	0			189		88	112		160		221		218			97			62		66	194	23	0
	1084	21.167740	4	1	1	0	1	0	0	1	0	1	1	1	0	0	1	0	1	6	1	1	0	0	0			189		88	112		160		221		218	80		97			62		66	194	23	0
	1085	21.177343	4	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	6	1	1	0	0	0					88	112		160		221		218	80		97			62		66	194	23	0
	1086	21.217493	4	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	6	1	1	0	0	0					88	112		160		221		218	80		97	116		62		66	194	23	0
	1087	21.244621	4	1	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	6	1	1	0	0	0			187		88	112		160		221		218	80		97	116		62		66	194	23	0
